ID,type,Area,β,γ,albedo,T0,Q0,Q1,h0,h1,α0,α1,ε0,ε1,y
w0,0,14.33225,90,0,0.2,To,Qo,Qi,15,8,0.17,0.23,0.9,0.9,"[0,8,-1]"
